demand_heat,heat_balance,boiler,heat_pump,district_heating_industry
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.008592,0.0,0.0
-0.0,0.0,0.022772,0.0,0.0
-0.0,0.0,0.1,0.019044,0.0
-0.0,0.0,0.1,0.015251999999999996,0.0
-0.0,0.0,0.1,0.07899600000000001,0.0
-0.0,0.0,0.1,0.12432,0.0
-0.0,0.0,0.1,0.018671999999999998,0.0
-0.0,0.0,0.1,0.020867999999999994,0.0
-0.0,0.0,0.1,0.024703999999999993,0.0
-0.0,0.0,0.1,0.082108,0.0
-0.0,0.0,0.1,0.03766,0.0
-0.0,0.0,0.1,0.036463999999999996,0.0
-0.0,0.0,0.1,0.034075999999999995,0.0
-0.0,0.0,0.093356,0.0,0.0
-0.0,0.0,0.0878,0.0,0.0
-0.0,0.0,0.1,0.017560000000000003,0.0
-0.0,0.0,0.1,0.05663999999999999,0.0
-0.0,0.0,0.1,0.050148,0.0
-0.0,0.0,0.008532,0.0,0.0
-0.0,0.0,0.004036,0.0,0.0
-0.0,0.0,0.0026720000000000003,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.005096,0.0,0.0
-0.0,0.0,0.01308,0.0,0.0
-0.0,0.0,0.011404000000000001,0.0,0.0
-0.0,0.0,0.1,0.14975200000000002,0.0
-0.0,0.0,0.1,0.069212,0.0
-0.0,0.0,0.1,0.04989599999999999,0.0
-0.0,0.0,0.1,0.035075999999999996,0.0
-0.0,0.0,0.1,0.03178,0.0
-0.0,0.0,0.09298000000000001,0.0,0.0
-0.0,0.0,0.1,0.018528000000000006,0.0
-0.0,0.0,0.1,0.055608000000000005,0.0
-0.0,0.0,0.1,0.012132000000000006,0.0
-0.0,0.0,0.061936,0.0,0.0
-0.0,0.0,0.1,0.06513999999999999,0.0
-0.0,0.0,0.1,0.013852000000000005,0.0
-0.0,0.0,0.1,0.2048,0.0
-0.0,0.0,0.098788,0.0,0.0
-0.0,0.0,0.1,0.025376000000000006,0.0
-0.0,0.0,0.065664,0.0,0.0
-0.0,0.0,0.011368000000000001,0.0,0.0
-0.0,0.0,0.0026720000000000003,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.003912,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.009372,0.0,0.0
-0.0,0.0,0.005136,0.0,0.0
-0.0,0.0,0.067312,0.0,0.0
-0.0,0.0,0.1,0.082472,0.0
-0.0,0.0,0.1,0.06088399999999999,0.0
-0.0,0.0,0.07242799999999999,0.0,0.0
-0.0,0.0,0.1,0.00015200000000000104,0.0
-0.0,0.0,0.1,0.0006200000000000046,0.0
-0.0,0.0,0.092636,0.0,0.0
-0.0,0.0,0.1,0.060868,0.0
-0.0,0.0,0.073604,0.0,0.0
-0.0,0.0,0.1,0.0009200000000000018,0.0
-0.0,0.0,0.07213599999999999,0.0,0.0
-0.0,0.0,0.1,0.004212000000000003,0.0
-0.0,0.0,0.078564,0.0,0.0
-0.0,0.0,0.046808,0.0,0.0
-0.0,0.0,0.1,0.07404,0.0
-0.0,0.0,0.1,0.024488,0.0
-0.0,0.0,0.005696,0.0,0.0
-0.0,0.0,0.0027,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001992,0.0,0.0
-0.0,0.0,0.001936,0.0,0.0
-0.0,0.0,0.001992,0.0,0.0
-0.0,0.0,0.060531999999999996,0.0,0.0
-0.0,0.0,0.063304,0.0,0.0
-0.0,0.0,0.1,0.119832,0.0
-0.0,0.0,0.1,0.15934800000000002,0.0
-0.0,0.0,0.1,0.119832,0.0
-0.0,0.0,0.060864,0.0,0.0
-0.0,0.0,0.056316000000000005,0.0,0.0
-0.0,0.0,0.07352800000000001,0.0,0.0
-0.0,0.0,0.1,0.0019639999999999987,0.0
-0.0,0.0,0.1,0.020336,0.0
-0.0,0.0,0.082344,0.0,0.0
-0.0,0.0,0.08335200000000001,0.0,0.0
-0.0,0.0,0.094444,0.0,0.0
-0.0,0.0,0.1,0.014164000000000001,0.0
-0.0,0.0,0.1,0.31331200000000003,0.0
-0.0,0.0,0.1,0.092644,0.0
-0.0,0.0,0.061972,0.0,0.0
-0.0,0.0,0.1,0.0208,0.0
-0.0,0.0,0.02246,0.0,0.0
-0.0,0.0,0.0036880000000000003,0.0,0.0
-0.0,0.0,0.0022559999999999998,0.0,0.0
-0.0,0.0,0.001992,0.0,0.0
-0.0,0.0,0.001936,0.0,0.0
-0.0,0.0,0.010528000000000001,0.0,0.0
-0.0,0.0,0.03258,0.0,0.0
-0.0,0.0,0.027912,0.0,0.0
-0.0,0.0,0.1,0.0008559999999999946,0.0
-0.0,0.0,0.1,0.005251999999999995,0.0
-0.0,0.0,0.1,0.018203999999999994,0.0
-0.0,0.0,0.062392,0.0,0.0
-0.0,0.0,0.09553600000000001,0.0,0.0
-0.0,0.0,0.088664,0.0,0.0
-0.0,0.0,0.07174,0.0,0.0
-0.0,0.0,0.052808,0.0,0.0
-0.0,0.0,0.1,0.012251999999999996,0.0
-0.0,0.0,0.1,0.14995599999999998,0.0
-0.0,0.0,0.099548,0.0,0.0
-0.0,0.0,0.06745999999999999,0.0,0.0
-0.0,0.0,0.1,0.11999199999999999,0.0
-0.0,0.0,0.093008,0.0,0.0
-0.0,0.0,0.1,0.02900800000000001,0.0
-0.0,0.0,0.1,0.259384,0.0
-0.0,0.0,0.026772,0.0,0.0
-0.0,0.0,0.002892,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001992,0.0,0.0
-0.0,0.0,0.001936,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.028752,0.0,0.0
-0.0,0.0,0.031556,0.0,0.0
-0.0,0.0,0.1,0.26680000000000004,0.0
-0.0,0.0,0.095836,0.0,0.0
-0.0,0.0,0.1,0.08089199999999999,0.0
-0.0,0.0,0.1,0.006620000000000004,0.0
-0.0,0.0,0.1,0.012831999999999994,0.0
-0.0,0.0,0.094884,0.0,0.0
-0.0,0.0,0.08806399999999999,0.0,0.0
-0.0,0.0,0.1,0.023456000000000005,0.0
-0.0,0.0,0.095208,0.0,0.0
-0.0,0.0,0.09362000000000001,0.0,0.0
-0.0,0.0,0.1,0.04497999999999999,0.0
-0.0,0.0,0.091448,0.0,0.0
-0.0,0.0,0.1,0.004579999999999998,0.0
-0.0,0.0,0.078208,0.0,0.0
-0.0,0.0,0.051652,0.0,0.0
-0.0,0.0,0.1,0.023852000000000005,0.0
-0.0,0.0,0.023172,0.0,0.0
-0.0,0.0,0.0023279999999999998,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001992,0.0,0.0
-0.0,0.0,0.001936,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.015004,0.0,0.0
-0.0,0.0,0.022508,0.0,0.0
-0.0,0.0,0.1,0.107052,0.0
-0.0,0.0,0.09590800000000001,0.0,0.0
-0.0,0.0,0.1,0.0019479999999999934,0.0
-0.0,0.0,0.1,0.015528000000000005,0.0
-0.0,0.0,0.1,0.07832400000000002,0.0
-0.0,0.0,0.1,0.026459999999999994,0.0
-0.0,0.0,0.1,0.041792,0.0
-0.0,0.0,0.1,0.004959999999999994,0.0
-0.0,0.0,0.064608,0.0,0.0
-0.0,0.0,0.1,0.003063999999999993,0.0
-0.0,0.0,0.1,0.014140000000000002,0.0
-0.0,0.0,0.0983,0.0,0.0
-0.0,0.0,0.050516,0.0,0.0
-0.0,0.0,0.1,0.0005720000000000027,0.0
-0.0,0.0,0.1,0.147216,0.0
-0.0,0.0,0.07444,0.0,0.0
-0.0,0.0,0.012556,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.007008,0.0,0.0
-0.0,0.0,0.014136,0.0,0.0
-0.0,0.0,0.0128,0.0,0.0
-0.0,0.0,0.1,0.118016,0.0
-0.0,0.0,0.1,0.08634,0.0
-0.0,0.0,0.06984399999999999,0.0,0.0
-0.0,0.0,0.071488,0.0,0.0
-0.0,0.0,0.069208,0.0,0.0
-0.0,0.0,0.085684,0.0,0.0
-0.0,0.0,0.1,0.014664000000000002,0.0
-0.0,0.0,0.1,0.053304000000000004,0.0
-0.0,0.0,0.096564,0.0,0.0
-0.0,0.0,0.090836,0.0,0.0
-0.0,0.0,0.03748,0.0,0.0
-0.0,0.0,0.1,0.114052,0.0
-0.0,0.0,0.1,0.060424000000000005,0.0
-0.0,0.0,0.05390400000000001,0.0,0.0
-0.0,0.0,0.081204,0.0,0.0
-0.0,0.0,0.1,0.028651999999999987,0.0
-0.0,0.0,0.011776,0.0,0.0
-0.0,0.0,0.0020800000000000003,0.0,0.0
-0.0,0.0,0.001932,0.0,0.0
-0.0,0.0,0.001932,0.0,0.0
-0.0,0.0,0.001928,0.0,0.0
-0.0,0.0,0.001924,0.0,0.0
-0.0,0.0,0.008592,0.0,0.0
-0.0,0.0,0.018856,0.0,0.0
-0.0,0.0,0.1,0.197392,0.0
-0.0,0.0,0.1,0.2771,0.0
-0.0,0.0,0.08702800000000001,0.0,0.0
-0.0,0.0,0.1,0.028783999999999994,0.0
-0.0,0.0,0.063484,0.0,0.0
-0.0,0.0,0.032240000000000005,0.0,0.0
-0.0,0.0,0.081124,0.0,0.0
-0.0,0.0,0.1,0.048783999999999994,0.0
-0.0,0.0,0.090448,0.0,0.0
-0.0,0.0,0.09388800000000001,0.0,0.0
-0.0,0.0,0.1,0.022616,0.0
-0.0,0.0,0.1,0.1155,0.0
-0.0,0.0,0.1,0.043024,0.0
-0.0,0.0,0.093124,0.0,0.0
-0.0,0.0,0.091872,0.0,0.0
-0.0,0.0,0.07917199999999999,0.0,0.0
-0.0,0.0,0.015868,0.0,0.0
-0.0,0.0,5.2e-5,0.0,0.0
-0.0,0.0,0.00348,0.0,0.0
-0.0,0.0,0.00068,0.0,0.0
-0.0,0.0,0.006668,0.0,0.0
-0.0,0.0,0.0032480000000000005,0.0,0.0
-0.0,0.0,0.012724000000000001,0.0,0.0
-0.0,0.0,0.012592,0.0,0.0
-0.0,0.0,0.1,0.347844,0.0
-0.0,0.0,0.086312,0.0,0.0
-0.0,0.0,0.084508,0.0,0.0
-0.0,0.0,0.1,0.006075999999999994,0.0
-0.0,0.0,0.058796,0.0,0.0
-0.0,0.0,0.060236,0.0,0.0
-0.0,0.0,0.1,0.012872,0.0
-0.0,0.0,0.1,0.0021359999999999955,0.0
-0.0,0.0,0.1,0.006463999999999998,0.0
-0.0,0.0,0.08720399999999999,0.0,0.0
-0.0,0.0,0.068908,0.0,0.0
-0.0,0.0,0.1,0.04371600000000001,0.0
-0.0,0.0,0.08214400000000001,0.0,0.0
-0.0,0.0,0.1,0.020504000000000005,0.0
-0.0,0.0,0.1,0.051268,0.0
-0.0,0.0,0.1,0.009956000000000003,0.0
-0.0,0.0,0.017256,0.0,0.0
-0.0,0.0,0.000388,0.0,0.0
-0.0,0.0,0.004004,0.0,0.0
-0.0,0.0,0.000484,0.0,0.0
-0.0,0.0,0.003336,0.0,0.0
-0.0,0.0,0.0006680000000000001,0.0,0.0
-0.0,0.0,0.009696,0.0,0.0
-0.0,0.0,0.02138,0.0,0.0
-0.0,0.0,0.069748,0.0,0.0
-0.0,0.0,0.1,0.121028,0.0
-0.0,0.0,0.1,0.019323999999999997,0.0
-0.0,0.0,0.07138,0.0,0.0
-0.0,0.0,0.082188,0.0,0.0
-0.0,0.0,0.1,0.03188800000000001,0.0
-0.0,0.0,0.06906000000000001,0.0,0.0
-0.0,0.0,0.067084,0.0,0.0
-0.0,0.0,0.07986,0.0,0.0
-0.0,0.0,0.050028,0.0,0.0
-0.0,0.0,0.07814,0.0,0.0
-0.0,0.0,0.1,0.009908000000000002,0.0
-0.0,0.0,0.1,0.05018000000000001,0.0
-0.0,0.0,0.1,0.05199600000000001,0.0
-0.0,0.0,0.043116,0.0,0.0
-0.0,0.0,0.1,0.06117599999999999,0.0
-0.0,0.0,0.013612,0.0,0.0
-0.0,0.0,2.8e-5,0.0,0.0
-0.0,0.0,0.004068,0.0,0.0
-0.0,0.0,1.2e-5,0.0,0.0
-0.0,0.0,0.012,0.0,0.0
-0.0,0.0,0.003332,0.0,0.0
-0.0,0.0,0.00488,0.0,0.0
-0.0,0.0,0.002408,0.0,0.0
-0.0,0.0,0.1,0.294468,0.0
-0.0,0.0,0.1,0.130212,0.0
-0.0,0.0,0.1,0.013519999999999996,0.0
-0.0,0.0,0.061107999999999996,0.0,0.0
-0.0,0.0,0.07523200000000001,0.0,0.0
-0.0,0.0,0.1,0.020519999999999997,0.0
-0.0,0.0,0.1,0.025656000000000005,0.0
-0.0,0.0,0.08557200000000001,0.0,0.0
-0.0,0.0,0.097176,0.0,0.0
-0.0,0.0,0.1,0.04336000000000002,0.0
-0.0,0.0,0.1,0.20850400000000002,0.0
-0.0,0.0,0.1,0.059379999999999995,0.0
-0.0,0.0,0.07292,0.0,0.0
-0.0,0.0,0.1,0.02902799999999999,0.0
-0.0,0.0,0.1,0.05251599999999999,0.0
-0.0,0.0,0.045924,0.0,0.0
-0.0,0.0,0.007996000000000001,0.0,0.0
-0.0,0.0,0.003332,0.0,0.0
-0.0,0.0,0.000828,0.0,0.0
0.0,0.0,0.0,0.0,0.0
-0.0,0.0,0.004,0.0,0.0
0.0,0.0,0.0,0.0,0.0
-0.0,0.0,0.006668,0.0,0.0
-0.0,0.0,0.02586,0.0,0.0
-0.0,0.0,0.1,0.009456000000000003,0.0
-0.0,0.0,0.094432,0.0,0.0
-0.0,0.0,0.09318800000000001,0.0,0.0
-0.0,0.0,0.091032,0.0,0.0
-0.0,0.0,0.063544,0.0,0.0
-0.0,0.0,0.050856000000000005,0.0,0.0
-0.0,0.0,0.096668,0.0,0.0
-0.0,0.0,0.070468,0.0,0.0
-0.0,0.0,0.1,0.0007680000000000007,0.0
-0.0,0.0,0.1,0.009784000000000006,0.0
-0.0,0.0,0.1,0.009855999999999995,0.0
-0.0,0.0,0.078768,0.0,0.0
-0.0,0.0,0.1,0.047099999999999996,0.0
-0.0,0.0,0.08566800000000001,0.0,0.0
-0.0,0.0,0.075536,0.0,0.0
-0.0,0.0,0.09228,0.0,0.0
-0.0,0.0,0.0070599999999999994,0.0,0.0
-0.0,0.0,0.001724,0.0,0.0
-0.0,0.0,0.004,0.0,0.0
-0.0,0.0,0.00074,0.0,0.0
-0.0,0.0,0.00348,0.0,0.0
-0.0,0.0,0.0006680000000000001,0.0,0.0
-0.0,0.0,0.0073880000000000005,0.0,0.0
-0.0,0.0,0.011732,0.0,0.0
-0.0,0.0,0.1,0.03439599999999999,0.0
-0.0,0.0,0.1,0.16800400000000001,0.0
-0.0,0.0,0.054352,0.0,0.0
-0.0,0.0,0.097348,0.0,0.0
-0.0,0.0,0.1,0.006328000000000003,0.0
-0.0,0.0,0.1,0.125944,0.0
-0.0,0.0,0.1,0.07258400000000001,0.0
-0.0,0.0,0.1,0.0023119999999999977,0.0
-0.0,0.0,0.1,0.21946,0.0
-0.0,0.0,0.08676,0.0,0.0
-0.0,0.0,0.098944,0.0,0.0
-0.0,0.0,0.074332,0.0,0.0
-0.0,0.0,0.055916,0.0,0.0
-0.0,0.0,0.07956,0.0,0.0
-0.0,0.0,0.08448800000000001,0.0,0.0
-0.0,0.0,0.1,0.09391999999999999,0.0
-0.0,0.0,0.028079999999999997,0.0,0.0
-0.0,0.0,0.004,0.0,0.0
0.0,0.0,0.0,0.0,0.0
-0.0,0.0,0.004,0.0,0.0
0.0,0.0,0.0,0.0,0.0
-0.0,0.0,6.800000000000001e-5,0.0,0.0
-0.0,0.0,0.01068,0.0,0.0
-0.0,0.0,0.00956,0.0,0.0
-0.0,0.0,0.1,0.08655199999999999,0.0
-0.0,0.0,0.09772,0.0,0.0
-0.0,0.0,0.1,0.11147200000000002,0.0
-0.0,0.0,0.0835,0.0,0.0
-0.0,0.0,0.070368,0.0,0.0
-0.0,0.0,0.1,0.059883999999999986,0.0
-0.0,0.0,0.08192400000000001,0.0,0.0
-0.0,0.0,0.1,0.090736,0.0
-0.0,0.0,0.08978799999999999,0.0,0.0
-0.0,0.0,0.087048,0.0,0.0
-0.0,0.0,0.086252,0.0,0.0
-0.0,0.0,0.1,0.03936799999999999,0.0
-0.0,0.0,0.045992,0.0,0.0
-0.0,0.0,0.08616800000000001,0.0,0.0
-0.0,0.0,0.085772,0.0,0.0
-0.0,0.0,0.059836,0.0,0.0
-0.0,0.0,0.008356,0.0,0.0
-0.0,0.0,8.0e-5,0.0,0.0
-0.0,0.0,0.004131999999999999,0.0,0.0
-0.0,0.0,0.000108,0.0,0.0
-0.0,0.0,0.003332,0.0,0.0
-0.0,0.0,0.0006680000000000001,0.0,0.0
-0.0,0.0,0.0077080000000000004,0.0,0.0
-0.0,0.0,0.00908,0.0,0.0
-0.0,0.0,0.076876,0.0,0.0
-0.0,0.0,0.1,0.04945599999999999,0.0
-0.0,0.0,0.068208,0.0,0.0
-0.0,0.0,0.1,0.0007759999999999963,0.0
-0.0,0.0,0.076976,0.0,0.0
-0.0,0.0,0.1,0.115844,0.0
-0.0,0.0,0.1,0.017388000000000004,0.0
-0.0,0.0,0.084732,0.0,0.0
-0.0,0.0,0.1,0.03647200000000001,0.0
-0.0,0.0,0.086476,0.0,0.0
-0.0,0.0,0.1,0.0004959999999999951,0.0
-0.0,0.0,0.1,0.009444000000000003,0.0
-0.0,0.0,0.1,0.012400000000000007,0.0
-0.0,0.0,0.054472,0.0,0.0
-0.0,0.0,0.09260800000000001,0.0,0.0
-0.0,0.0,0.1,0.013623999999999995,0.0
-0.0,0.0,0.006404,0.0,0.0
-0.0,0.0,0.000844,0.0,0.0
-0.0,0.0,0.003452,0.0,0.0
-0.0,0.0,0.000832,0.0,0.0
-0.0,0.0,3.2e-5,0.0,0.0
-0.0,0.0,0.004,0.0,0.0
-0.0,0.0,0.006668,0.0,0.0
-0.0,0.0,0.008,0.0,0.0
-0.0,0.0,0.1,0.042036000000000004,0.0
-0.0,0.0,0.1,0.009483999999999994,0.0
-0.0,0.0,0.098944,0.0,0.0
-0.0,0.0,0.090632,0.0,0.0
-0.0,0.0,0.028004,0.0,0.0
-0.0,0.0,0.060488,0.0,0.0
-0.0,0.0,0.1,0.135216,0.0
-0.0,0.0,0.1,0.094948,0.0
-0.0,0.0,0.1,0.025164000000000002,0.0
-0.0,0.0,0.1,0.10841999999999999,0.0
-0.0,0.0,0.05996,0.0,0.0
-0.0,0.0,0.1,0.004396000000000001,0.0
-0.0,0.0,0.044064,0.0,0.0
-0.0,0.0,0.094016,0.0,0.0
-0.0,0.0,0.07842400000000001,0.0,0.0
-0.0,0.0,0.1,0.017572000000000004,0.0
-0.0,0.0,0.0165,0.0,0.0
-0.0,0.0,0.0036000000000000003,0.0,0.0
-0.0,0.0,0.0006680000000000001,0.0,0.0
0.0,0.0,0.0,0.0,0.0
-0.0,0.0,0.004,0.0,0.0
-0.0,0.0,0.010732,0.0,0.0
-0.0,0.0,0.029092,0.0,0.0
-0.0,0.0,0.03376,0.0,0.0
-0.0,0.0,0.08092,0.0,0.0
-0.0,0.0,0.073332,0.0,0.0
-0.0,0.0,0.068236,0.0,0.0
-0.0,0.0,0.1,0.021028000000000005,0.0
-0.0,0.0,0.078204,0.0,0.0
-0.0,0.0,0.09553600000000001,0.0,0.0
-0.0,0.0,0.068172,0.0,0.0
-0.0,0.0,0.087476,0.0,0.0
-0.0,0.0,0.04494,0.0,0.0
-0.0,0.0,0.081124,0.0,0.0
-0.0,0.0,0.07194,0.0,0.0
-0.0,0.0,0.07736799999999999,0.0,0.0
-0.0,0.0,0.041852,0.0,0.0
-0.0,0.0,0.090448,0.0,0.0
-0.0,0.0,0.079652,0.0,0.0
-0.0,0.0,0.1,0.004572000000000003,0.0
-0.0,0.0,0.010692,0.0,0.0
-0.0,0.0,0.00046400000000000006,0.0,0.0
-0.0,0.0,0.003332,0.0,0.0
-0.0,0.0,0.0006680000000000001,0.0,0.0
-0.0,0.0,0.003332,0.0,0.0
-0.0,0.0,0.0008,0.0,0.0
-0.0,0.0,0.011856,0.0,0.0
-0.0,0.0,0.024436,0.0,0.0
-0.0,0.0,0.089056,0.0,0.0
-0.0,0.0,0.079408,0.0,0.0
-0.0,0.0,0.1,0.027055999999999997,0.0
-0.0,0.0,0.07094,0.0,0.0
-0.0,0.0,0.047252,0.0,0.0
-0.0,0.0,0.1,0.016808000000000007,0.0
-0.0,0.0,0.1,0.006280000000000001,0.0
-0.0,0.0,0.07863200000000001,0.0,0.0
